names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Hypnotic,05/12/2023 ,0.0,"Crime, Mystery, Thriller",A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,"Ben Affleck, Daniel Rourke, Alice Braga, Diana, William Fichtner, Liv Del Rayne, J. D. Pardo, , Jeff Fahey, , Hala Finley, , Dayo Okeniyi, , Jackie Earle Haley, ",Hypnotic, Released, English,223940000.0,178359863.0,US
Ghost House,08/25/2017 ,57.0,"Horror, Thriller, Mystery",A young couple go on an adventurous vacation to Thailand only to find themselves haunted by a malevolent spirit after naively disrespecting a Ghost House.,"Scout Taylor-Compton, Julie, James Landry Hébert, Jim, Mark Boone Junior, Reno, Michael S. New, Gogo, Elana Krausz, Gwen, Katrina Grey, Young woman, Russell Geoffrey Banks, Robert, Rich Lee Gray, Billy, Kevin Ragsdale, Cal",Ghost House, Released, English,92400000.0,311918067.6,US
Dogtooth,10/22/2009 ,71.0,Drama,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.","Christos Stergioglou, Father, Michele Valley, Mother, Hristos Passalis, Son, Angeliki Papoulia, Older Daughter, Mary Tsoni, Younger Daughter, Anna Kalaitzidou, Christina, Steve Krikris, Colleague, Sissi Petropoulou, Secretary, Alexander Voulgaris, Dog Trainer", Κυνόδοντας, Released, Greek,275576.0,110197.0,GR
Madagascar: A Little Wild Holiday Goose Chase,11/26/2021 ,63.0,"Animation, Comedy","Melman the Giraffe meets Hank, a goose who has been separated from his family and along with his friends, they embark on a wild goose chase around the city to reunite Hank with his merry flock.","Shaylin Becton, Gloria, Tucker Chandler, Alex, Jasmine Gatewood, Kate, Luke Lowe, Melman, Amir O'Neil, Marty, Eric Petersen, Ant'ney, Mark Whitten, Hank",Madagascar: A Little Wild Holiday Goose Chase, Released, English,83400000.0,191964060.4,US
Detective Conan: The Raven Chaser,04/18/2009 ,73.0,"Animation, Crime, Mystery, Thriller",A new member from the Black Organization that shrunk Shinichi's body manages to find out about Shinichi's transformation into Conan. This discovery starts to put those around him in danger as Gin and the other Black Organization members start to take action.,"Minami Takayama, Conan Edogawa (voice), Kappei Yamaguchi, Shinichi Kudo (voice), Megumi Hayashibara, Ai Haibara (voice), Wakana Yamazaki, Ran Mori (voice), Akira Kamiya, Kogoro Mori (voice), Atsuko Yuya, Miwako Sato (voice), Yukitoshi Hori, Gin (voice), Kikuko Inoue, Chianti (voice), Fumihiko Tachiki, Vodka (voice)", 名探偵コナン 漆黒の追跡者（チェイサー）, Released, Japanese,69600000.0,471065724.6,JP
The Lego Ninjago Movie,09/21/2017 ,65.0,"Family, Animation, Action, Adventure, Comedy","Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.","Dave Franco, Lloyd (voice), Justin Theroux, Garmadon (voice), Fred Armisen, Cole (voice), Abbi Jacobson, Nya (voice), Olivia Munn, Koko (voice), Kumail Nanjiani, Jay (voice), Michael Peña, Kai (voice), Zach Woods, Zane (voice), Jackie Chan, Master Wu / Mr. Liu (voice)",The Lego Ninjago Movie, Released, English,70000000.0,122737201.0,AU
Green Lantern,08/11/2011 ,52.0,"Adventure, Action, Thriller, Science Fiction","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.","Ryan Reynolds, Hal Jordan / Green Lantern, Blake Lively, Carol Ferris, Peter Sarsgaard, Hector Hammond, Mark Strong, Sinestro, Tim Robbins, Senator Hammond, Angela Bassett, Dr. Amanda Waller, Taika Waititi, Tom Kalmaku, Temuera Morrison, Abin Sur, Michael Clarke Duncan, Kilowog (voice)",Green Lantern, Released, English,200000000.0,219535492.0,AU
Gladiator,05/04/2000 ,82.0,"Action, Drama, Adventure","In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.","Russell Crowe, Maximus Meridius, Joaquin Phoenix, Emperor Commodus, Connie Nielsen, Lucilla, Oliver Reed, Proximo, Richard Harris, Marcus Aurelius, Derek Jacobi, Gracchus, Djimon Hounsou, Juba, David Schofield, Falco, John Shrapnel, Gaius",Gladiator, Released, English,103000000.0,452282115.0,AU
Undercover Brother,02/13/2003 ,58.0,"Action, Comedy","An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.","Eddie Griffin, Undercover Brother, Chris Kattan, Mr. Feather, Denise Richards, White She Devil, Aunjanue Ellis, Sistah Girl, Chi McBride, The Chief, Neil Patrick Harris, Lance, Dave Chappelle, Conspiracy Brother, Gary Anthony Williams, Smart Brother, Billy Dee Williams, Gen. Warren Boutwell",Undercover Brother, Released, English,25000000.0,40796145.0,AU
Flux Gourmet,09/08/2022 ,57.0,"Drama, Comedy, Horror","At an institute devoted to culinary and alimentary performance, a collective finds themselves embroiled in power struggles, artistic vendettas and gastrointestinal disorders.","Asa Butterfield, Billy Rubin, Gwendoline Christie, Jan Stevens, Ariane Labed, Lamina Propria, Fatma Mohamed, Elle di Elle, Makis Papadimitriou, Stones, Richard Bremmer, Dr. Glock, Leo Bill, Technical Assistant Wim, Sara Dee, After Dinner Voice, Ingrid Evans, After Dinner Voice",Flux Gourmet, Released, English,149000000.0,250984619.6,AU
A Dog's Journey,08/15/2019 ,80.0,"Family, Adventure, Drama",A dog finds the meaning of his own existence through the lives of the humans he meets.,"Marg Helgenberger, Hannah Montgomery, Betty Gilpin, Gloria Mitchell, Henry Lau, Trent, Kathryn Prescott, Clarity June ""CJ"" Mitchell, Dennis Quaid, Ethan Montgomery, Josh Gad, Bailey / Molly / Big Dog / Max (voice), Abby Ryder Fortson, Young CJ, Emma Volk, Toddler CJ, Ian Chen, Young Trent",A Dog's Journey, Released, English,20610000.0,2520000.0,AU
The Woman in the Window,05/14/2021 ,60.0,"Drama, Crime, Mystery, Thriller",An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,"Amy Adams, Anna Fox, Gary Oldman, Alistair Russell, Fred Hechinger, Ethan Russell, Julianne Moore, Jane Russell 1 (Katie), Jennifer Jason Leigh, Jane Russell 2, Wyatt Russell, David Winter, Anthony Mackie, Ed Fox, Mariah Bozeman, Olivia Fox, Brian Tyree Henry, Detective Little",The Woman in the Window, Released, English,40000000.0,0.0,AU
The Girl Next Door,10/03/2007 ,67.0,"Thriller, Crime, Drama, Horror","In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.","Blythe Auffarth, Meg Loughlin, Daniel Manche, David Moran, Michael Zegen, Eddie, Catherine Mary Stewart, Mrs. Moran, Grant Show, Mr. Moran, Graham Patrick Martin, Willie Chandler Jr., William Atherton, Adult David Moran, Blanche Baker, Ruth Chandler, Mark Margolis, Homeless Man Hit By Car",The Girl Next Door, Released, English,25000000.0,31635150.0,US
American Reunion,04/04/2012 ,63.0,Comedy,"The characters we met a little more than a decade ago return to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.","Jason Biggs, Jim Levenstein, Alyson Hannigan, Michelle Flaherty-Levenstein, Seann William Scott, Steve Stifler, Chris Klein, Chris 'Oz' Ostreicher, Thomas Ian Nicholas, Kevin Myers, Tara Reid, Victoria 'Vicky' Lathum, Mena Suvari, Heather, Eddie Kaye Thomas, Paul Finch, John Cho, MILF Guy #2",American Reunion, Released, English,50000000.0,236799211.0,AU
Bayala: A Magical Adventure,10/24/2019 ,58.0,"Adventure, Animation, Family, Fantasy","As the dragons have almost disappeared from the kingdom of Bayala, the magic powers of the fairies are weakening. The fairy princesses Sera and Surah are thrilled when they discover they have the key to save the world in their hands: a dragon egg! Now the sisters must reach the dragon mountains and they embark on an adventurous journey into the unknown...","Madison Mullahey, Surah (voice), Jessica Webb, Sera (voice), Olivia Manning, Marween (voice), Marc Thompson, Falaroy (voice), Gregory Max, Jaro (voice), Liza Ortiz, Ophira (voice), Rebecca Becker, Nuray (voice), Kathryn Cahill, Bilara (voice), Louise White, Feya (voice)", Bayala - Das magische Elfenabenteuer, Released, German,6324600.0,521149.0,DE
The Last Exorcism Part II,03/01/2013 ,47.0,"Horror, Thriller","As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.","Ashley Bell, Nell Sweetzer, Julia Garner, Gwen, Andrew Sensenig, Doctor, Spencer Treat Clark, Chris, Judd Lormand, Jared, Muse Watson, Frank, Raeden Greer, Steph, Erica Michelle, Daphne, Joe Chrest, Pastor",The Last Exorcism Part II, Released, English,4000000.0,25448707.0,US
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,02/15/2019 ,78.0,"Action, Adventure, Comedy, Fantasy, Romance, Animation","In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.","Yoshitsugu Matsuoka, Bell Cranel (voice), Inori Minase, Hestia (voice), Maaya Sakamoto, Artemis (voice), Saori Onishi, Wallenstein Ais (voice), Maaya Uchida, Arde Liliruca (voice), Saori Hayami, Lion Ryu (voice), Ai Kayano, Asfi Al Andromeda (voice), Yoshimasa Hosoya, Crozzo Welf (voice), Soma Saito, Hermes (voice)", 劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-, Released, Japanese,163860000.0,679859142.6,JP
Mirai,06/16/2018 ,72.0,"Animation, Family, Fantasy, Adventure, Drama","Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house in order to help him become the big brother he was meant to be.","Moka Kamishiraishi, Kun (voice), Haru Kuroki, Mirai (voice), Gen Hoshino, Father (voice), Kumiko Aso, Mother (voice), Mitsuo Yoshihara, Mysterious Man (voice), Yoshiko Miyazaki, Grandmother (voice), Koji Yakusho, Grandfather (voice), Masaharu Fukuyama, Young Man (voice), Kaede Hondo, Baby Mirai (voice)", 未来のミライ, Released, Japanese,33291535.2,27526961.0,AU
Talk to Her,03/15/2002 ,76.0,"Drama, Romance",Two men share an odd friendship while they care for two women who are both in deep comas.,"Leonor Watling, Alicia, Rosario Flores, Lydia, Javier Cámara, Benigno, Darío Grandinetti, Marco, Mariola Fuentes, Rosa, Geraldine Chaplin, Katerina Bilova, Pina Bausch, Bailarine, Malou Airaudo, Bailarine, Caetano Veloso, Singer at Party", Hable con ella, Released," Spanish, Castilian",5389600.0,64803131.0,ES
Cuando Sea Joven,09/14/2022 ,86.0,"Comedy, Fantasy","70-year-old Malena gets a second chance at life when she magically turns into her 22-year-old self. Now, posing as ""Maria"" to hide her true identity, she becomes the lead singer of her grandson's band and tries to recover her dream of singing, which she had to give up at some point.","Verónica Castro, Malena, Natasha Dupeyrón, Maria, Eduardo Santamarina, Arturo, Manuel 'Flaco' Ibáñez, Ramon, Michael Ronda, Victor, Antonio Sotillo, Ramon Joven, Edgar Vivar, Fotografo",Cuando Sea Joven, Released," Spanish, Castilian",121500000.0,895465912.4,MX
The Professional Bridesmaid,04/08/2023 ,0.0,"TV Movie, Comedy, Romance","When a Professional Bridesmaid books a high-profile wedding, she must keep her true identity a secret, not only from the wedding party but also from the handsome reporter covering the event.","Hunter King, Maggie Bailey, Chandler Massey, Henry Whittington, Francesca Bianchi, Alexis Shepard",The Professional Bridesmaid, Released, English,246000000.0,178359863.0,US
The Magnificent Seven,07/01/1987 ,75.0,"Western, Action, Adventure",An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,"Yul Brynner, Chris Adams, Eli Wallach, Calvera, Steve McQueen, Vin, Charles Bronson, Bernardo O'Reilly, Robert Vaughn, Lee, Brad Dexter, Harry Luck, James Coburn, Britt, Horst Buchholz, Chico, Jorge Martínez de Hoyos, Hilario",The Magnificent Seven, Released, English,90000000.0,162122642.0,AU
Deadpool,02/11/2016 ,76.0,"Action, Adventure, Comedy","The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.","Ryan Reynolds, Wade Wilson / Deadpool, Morena Baccarin, Vanessa, Ed Skrein, Ajax, T.J. Miller, Weasel, Gina Carano, Angel Dust, Leslie Uggams, Blind Al, Brianna Hildebrand, Negasonic Teenage Warhead, Karan Soni, Dopinder, Jed Rees, Recruiter",Deadpool, Released, English,58000000.0,781947691.0,AU
